,src,dest
194475,RPS27,NOC4L
194476,RPS27L,NOC4L
194477,RPS28,NOC4L
194478,RPS3A,NOC4L
194479,RPS5,NOC4L
194480,RPS6,NOC4L
194481,RPS7,NOC4L
194482,RPS8,NOC4L
194483,RPS9,NOC4L
194484,RRP1,NOC4L
194485,RRP36,NOC4L
194486,RRP7A,NOC4L
194487,UTP15,NOC4L
194488,UTP18,NOC4L
194489,UTP4,NOC4L
194490,WDR43,NOC4L
194491,WDR75,NOC4L
194492,XRN2,NOC4L
194493,TAF1,NOCT
194494,RAC1,NOD1
194495,RHOA,NOD1
194496,NOD1,RIPK2
194497,SUGT1,NOD1
194498,TNFAIP3,NOD1
194499,TRAF6,NOD1
194500,UBE2N,NOD1
194501,UBE2V1,NOD1
194502,POU2F2,NOD2
194503,NOD2,RIPK2
194504,SP1,NOD2
194505,SRF,NOD2
194506,TNFAIP3,NOD2
194507,TRAF6,NOD2
194508,UBE2N,NOD2
194509,UBE2V1,NOD2
194510,YY1,NOD2
194511,PCSK6,NODAL
194512,NODAL,SMAD2
194513,NODAL,SMAD3
194514,TCF4,NODAL
194515,NOL12,NOL11
194516,NOL11,NOL6
194517,NOL11,NOP14
194518,NOL11,NOP56
194519,NOL11,NOP58
194520,NOL11,PDCD11
194521,NOL11,PWP2
194522,RBM28,NOL11
194523,NOL11,RCL1
194524,NOL11,RPS14
194525,NOL11,RPS2
194526,NOL11,RPS6
194527,NOL11,RPS7
194528,NOL11,RPS9
194529,RRP1,NOL11
194530,NOL11,RRP36
194531,NOL11,RRP7A
194532,NOL11,RRP9
194533,NOL11,SNU13
194534,NOL11,TBL3
194535,NOL11,UTP11
194536,NOL11,UTP14A
194537,NOL11,UTP18
194538,NOL11,UTP20
194539,NOL11,UTP3
194540,NOL11,UTP6
194541,NOL11,WDR3
194542,NOL11,WDR36
194543,NOL11,WDR46
194544,NOL11,XRN2
194545,XRN2,NOL11
194546,NOL12,NOL6
194547,NOL12,NOP14
194548,NOL12,NOP56
194549,NOL12,NOP58
194550,NOL12,PDCD11
194551,NOL12,PWP2
194552,NOL12,RCL1
194553,NOL12,RPS14
194554,NOL12,RPS2
194555,NOL12,RPS6
194556,NOL12,RPS7
194557,NOL12,RPS9
194558,NOL12,RRP36
194559,NOL12,RRP7A
194560,NOL12,RRP9
194561,NOL12,SNU13
194562,NOL12,TBL3
194563,NOL12,UTP11
194564,NOL12,UTP14A
194565,NOL12,UTP15
194566,NOL12,UTP18
194567,NOL12,UTP20
194568,NOL12,UTP3
194569,NOL12,UTP4
194570,NOL12,UTP6
194571,NOL12,WDR3
194572,NOL12,WDR36
194573,NOL12,WDR43
194574,NOL12,WDR46
194575,NOL12,WDR75
194576,NOL6,NOP14
194577,NOL6,NOP56
194578,NOL6,NOP58
194579,NOL6,PDCD11
194580,NOL6,PWP2
194581,RBM28,NOL6
194582,NOL6,RCL1
194583,RPS11,NOL6
194584,RPS13,NOL6
194585,NOL6,RPS14
194586,RPS14,NOL6
194587,RPS15A,NOL6
194588,RPS16,NOL6
194589,NOL6,RPS2
194590,RPS2,NOL6
194591,RPS23,NOL6
194592,RPS24,NOL6
194593,RPS27,NOL6
194594,RPS27L,NOL6
194595,RPS28,NOL6
194596,RPS3A,NOL6
194597,RPS5,NOL6
194598,NOL6,RPS6
194599,RPS6,NOL6
194600,NOL6,RPS7
194601,RPS7,NOL6
194602,RPS8,NOL6
194603,NOL6,RPS9
194604,RPS9,NOL6
194605,RRP1,NOL6
194606,NOL6,RRP9
194607,NOL6,SNU13
194608,NOL6,TBL3
194609,NOL6,UTP11
194610,NOL6,UTP14A
194611,UTP15,NOL6
194612,NOL6,UTP20
194613,NOL6,UTP3
194614,UTP4,NOL6
194615,NOL6,UTP6
194616,NOL6,WDR3
194617,NOL6,WDR36
194618,WDR43,NOL6
194619,NOL6,WDR46
194620,WDR75,NOL6
194621,NOL6,XRN2
194622,XRN2,NOL6
194623,NOL9,PELP1
194624,NOL9,SENP3
194625,NOL9,TEX10
194626,NOL9,WDR18
194627,NONO,NR1D1
194628,NR1D1,NONO
194629,RBM28,NOP14
194630,RPS11,NOP14
194631,RPS13,NOP14
194632,RPS14,NOP14
194633,RPS15A,NOP14
194634,RPS16,NOP14
194635,RPS2,NOP14
194636,RPS23,NOP14
194637,RPS24,NOP14
194638,RPS27,NOP14
194639,RPS27L,NOP14
194640,RPS28,NOP14
194641,RPS3A,NOP14
194642,RPS5,NOP14
194643,RPS6,NOP14
194644,RPS7,NOP14
194645,RPS8,NOP14
194646,RPS9,NOP14
194647,RRP1,NOP14
194648,RRP36,NOP14
194649,RRP7A,NOP14
194650,UTP15,NOP14
194651,UTP18,NOP14
194652,UTP4,NOP14
194653,WDR43,NOP14
194654,WDR75,NOP14
194655,XRN2,NOP14
194656,REST,NOP53
194657,RFX5,NOP53
194658,SMARCB1,NOP53
194659,SMC3,NOP53
194660,STAT1,NOP53
194661,TAF1,NOP53
194662,TFAP2A,NOP53
194663,YY1,NOP53
194664,RBM28,NOP56
194665,RPS11,NOP56
194666,RPS13,NOP56
194667,RPS14,NOP56
194668,RPS15A,NOP56
194669,RPS16,NOP56
194670,RPS2,NOP56
194671,RPS23,NOP56
194672,RPS24,NOP56
194673,RPS27,NOP56
194674,RPS27L,NOP56
194675,RPS28,NOP56
194676,RPS3A,NOP56
194677,RPS5,NOP56
194678,RPS6,NOP56
194679,RPS7,NOP56
194680,RPS8,NOP56
194681,RPS9,NOP56
194682,RRP1,NOP56
194683,RRP36,NOP56
194684,RRP7A,NOP56
194685,UTP15,NOP56
194686,UTP18,NOP56
194687,UTP4,NOP56
194688,WDR43,NOP56
194689,WDR75,NOP56
194690,XRN2,NOP56
194691,RBM28,NOP58
194692,RPS11,NOP58
194693,RPS13,NOP58
194694,RPS14,NOP58
194695,RPS15A,NOP58
194696,RPS16,NOP58
194697,RPS2,NOP58
194698,RPS23,NOP58
194699,RPS24,NOP58
194700,RPS27,NOP58
194701,RPS27L,NOP58
194702,RPS28,NOP58
194703,RPS3A,NOP58
194704,RPS5,NOP58
194705,RPS6,NOP58
194706,RPS7,NOP58
194707,RPS8,NOP58
194708,RPS9,NOP58
194709,RRP1,NOP58
194710,RRP36,NOP58
194711,RRP7A,NOP58
194712,SUMO1,NOP58
194713,SUMO2,NOP58
194714,UBE2I,NOP58
194715,UTP15,NOP58
194716,UTP18,NOP58
194717,UTP4,NOP58
194718,WDR43,NOP58
194719,WDR75,NOP58
194720,XRN2,NOP58
194721,NOS1,PLN
194722,PPP1CA,NOS1
194723,NOS1,PRKACA
194724,PRKAR1A,NOS1
194725,PRKAR1B,NOS1
194726,PRKAR2B,NOS1
194727,PRKCA,NOS1
194728,PRKCB,NOS1
194729,NOS1,TNNI3
194730,SRC,NOS2
194731,TGFB1,NOS2
194732,TGFB2,NOS2
194733,TGFB3,NOS2
194734,TLR2,NOS2
194735,TLR4,NOS2
194736,TNFRSF1A,NOS2
194737,NOS2,TYK2
194738,PLCG1,NOS3
194739,PLCG2,NOS3
194740,PRKACA,NOS3
194741,PRKCD,NOS3
194742,SDC1,NOS3
194743,SDC2,NOS3
194744,SDC4,NOS3
194745,VEGFA,NOS3
194746,ZDHHC21,NOS3
194747,NUMBL,NOTCH1
194748,PCSK1,NOTCH1
194749,PCSK2,NOTCH1
194750,PCSK4,NOTCH1
194751,PCSK5,NOTCH1
194752,PCSK6,NOTCH1
194753,PCSK7,NOTCH1
194754,POFUT1,NOTCH1
194755,POGLUT1,NOTCH1
194756,PRNP,NOTCH1
194757,PSEN1,NOTCH1
194758,PSEN2,NOTCH1
194759,PSENEN,NOTCH1
194760,RAB6A,NOTCH1
194761,NOTCH1,RBBP8
194762,RBBP8,NOTCH1
194763,NOTCH1,RBPJ
194764,NOTCH1,RPS27A
194765,SEL1L,NOTCH1
194766,NOTCH1,SPEN
194767,SPEN,NOTCH1
194768,THRA,NOTCH1
194769,TMED2,NOTCH1
194770,NOTCH1,TWIST1
194771,TWIST1,NOTCH1
194772,NOTCH1,UBA52
194773,NOTCH1,UBB
194774,NOTCH1,UBC
194775,NUMB,NOTCH2
194776,NUMBL,NOTCH2
194777,PCSK1,NOTCH2
194778,PCSK2,NOTCH2
194779,PCSK4,NOTCH2
194780,PCSK5,NOTCH2
194781,PCSK6,NOTCH2
194782,PCSK7,NOTCH2
194783,POFUT1,NOTCH2
194784,PSEN1,NOTCH2
194785,PSEN2,NOTCH2
194786,PSENEN,NOTCH2
194787,THRA,NOTCH2
194788,TMED2,NOTCH2
194789,NUMB,NOTCH3
194790,NUMBL,NOTCH3
194791,PCSK1,NOTCH3
194792,PCSK2,NOTCH3
194793,PCSK4,NOTCH3
194794,PCSK5,NOTCH3
194795,PCSK6,NOTCH3
194796,PCSK7,NOTCH3
194797,POFUT1,NOTCH3
194798,PSEN1,NOTCH3
194799,PSEN2,NOTCH3
194800,PSENEN,NOTCH3
194801,NOTCH3,RELA
194802,NOTCH3,RPS27A
194803,RXRA,NOTCH3
194804,THRA,NOTCH3
194805,TMED2,NOTCH3
194806,NOTCH3,UBA52
194807,NOTCH3,UBB
194808,NOTCH3,UBC
194809,NUMB,NOTCH4
194810,NUMBL,NOTCH4
194811,PCSK1,NOTCH4
194812,PCSK2,NOTCH4
194813,PCSK4,NOTCH4
194814,PCSK5,NOTCH4
194815,PCSK6,NOTCH4
194816,PCSK7,NOTCH4
194817,POFUT1,NOTCH4
194818,PSEN1,NOTCH4
194819,PSEN2,NOTCH4
194820,PSENEN,NOTCH4
194821,PSMA1,NOTCH4
194822,PSMA2,NOTCH4
194823,PSMA3,NOTCH4
194824,PSMA4,NOTCH4
194825,PSMA5,NOTCH4
194826,PSMA6,NOTCH4
194827,PSMA7,NOTCH4
194828,PSMB1,NOTCH4
194829,PSMB10,NOTCH4
194830,PSMB2,NOTCH4
194831,PSMB3,NOTCH4
194832,PSMB4,NOTCH4
194833,PSMB5,NOTCH4
194834,PSMB6,NOTCH4
194835,PSMB7,NOTCH4
194836,PSMB8,NOTCH4
194837,PSMB9,NOTCH4
194838,PSMC1,NOTCH4
194839,PSMC2,NOTCH4
194840,PSMC3,NOTCH4
194841,PSMC4,NOTCH4
194842,PSMC5,NOTCH4
194843,PSMC6,NOTCH4
194844,PSMD1,NOTCH4
194845,PSMD10,NOTCH4
194846,PSMD11,NOTCH4
194847,PSMD12,NOTCH4
194848,PSMD13,NOTCH4
194849,PSMD14,NOTCH4
194850,PSMD2,NOTCH4
194851,PSMD3,NOTCH4
194852,PSMD4,NOTCH4
194853,PSMD5,NOTCH4
194854,PSMD6,NOTCH4
194855,PSMD7,NOTCH4
194856,PSMD8,NOTCH4
194857,PSMD9,NOTCH4
194858,PSME1,NOTCH4
194859,PSME2,NOTCH4
194860,PSME3,NOTCH4
194861,PSMF1,NOTCH4
194862,RBX1,NOTCH4
194863,SEM1,NOTCH4
194864,SKP1,NOTCH4
194865,THRA,NOTCH4
194866,TMED2,NOTCH4
194867,NOTUM,WNT1
194868,NOTUM,WNT10A
194869,NOTUM,WNT10B
194870,NOTUM,WNT11
194871,NOTUM,WNT16
194872,NOTUM,WNT2
194873,NOTUM,WNT2B
194874,NOTUM,WNT3
194875,NOTUM,WNT3A
194876,NOTUM,WNT4
194877,NOTUM,WNT5A
194878,NOTUM,WNT5B
194879,NOTUM,WNT6
194880,NOTUM,WNT7A
194881,NOTUM,WNT7B
194882,NOTUM,WNT8B
194883,NOTUM,WNT9A
194884,NOTUM,WNT9B
194885,PRKCA,NOX1
194886,PRKCB,NOX1
194887,PRKCD,NOX1
194888,PRKCE,NOX1
194889,PRKCZ,NOX1
194890,RAC1,NOX1
194891,PRKCA,NOX4
194892,PRKCB,NOX4
194893,PRKCD,NOX4
194894,PRKCE,NOX4
194895,PRKCZ,NOX4
194896,NOX4,PTPN1
194897,NR1D1,NPAS2
194898,NPAS2,SIK1
194899,SIK1,NPAS2
194900,SIN3A,NPAS4
194901,NPFF,NPFFR1
194902,NPFF,NPFFR2
194903,NPHP1,RAB8A
194904,NPHP4,RAB8A
194905,NPHS1,TRPC6
194906,SVIP,NPLOC4
194907,NRF1,NPM1
194908,PLK2,NPM1
194909,SMARCA4,NPM1
194910,SUMO1,NPM1
194911,SUMO2,NPM1
194912,SUMO3,NPM1
194913,TAF1,NPM1
194914,TBP,NPM1
194915,UBE2I,NPM1
194916,SRF,NPNT
194917,NPPA,NPR1
194918,NPPA,NPR2
194919,NPPA,PTGER2
194920,NPPA,TSHR
194921,NPPA,VIPR2
194922,NPPC,NPR2
194923,POMC,NPR1
194924,VIP,NPR1
194925,SEC13,NPRL2
194926,SEH1L,NPRL2
194927,NPRL2,SESN1
194928,NPRL2,SESN2
194929,WDR24,NPRL2
194930,WDR59,NPRL2
194931,SEC13,NPRL3
194932,SEH1L,NPRL3
194933,NPRL3,SESN1
194934,NPRL3,SESN2
194935,WDR24,NPRL3
194936,WDR59,NPRL3
194947,OXT,NPY1R
194948,PYY,NPY1R
194949,PYY,NPY2R
194950,PYY,NPY4R
194951,PYY,NPY5R
194952,NQO1,TP63
194953,PPARA,NR0B2
194954,NR0B2,RELA
194955,RELA,NR0B2
194956,NR0B2,SLC10A1
194957,NR0B2,SLCO1A2
194958,SMARCA4,NR0B2
194959,NR0B2,SP1
194960,SPI1,NR0B2
194961,TAF1,NR0B2
194962,TAL1,NR0B2
194963,NRF1,NR1D1
194964,NR1D1,NRIP1
194965,NRIP1,NR1D1
194966,NR1D1,PER1
194967,PER1,NR1D1
194968,NR1D1,PER2
194969,PER2,NR1D1
194970,NR1D1,PPARA
194971,PPARA,NR1D1
194972,NR1D1,PPARGC1A
194973,PPARGC1A,NR1D1
194974,NR1D1,RAI1
194975,RAI1,NR1D1
194976,NR1D1,RORA
194977,NR1D1,RXRA
194978,NR1D1,SIRT1
194979,SIRT1,NR1D1
194980,NR1D1,SMARCD3
194981,SMARCD3,NR1D1
194982,NR1D1,TBL1X
194983,TBL1X,NR1D1
194984,NR1D1,TBL1XR1
194985,TBL1XR1,NR1D1
194986,TCF4,NR1D1
194987,NR1D1,TGS1
194988,TGS1,NR1D1
194989,NR1H2,PPARA
194990,PPARA,NR1H2
194991,NR1H2,SMARCD3
194992,SMARCD3,NR1H2
194993,NR1H2,SREBF1
194994,STAT1,NR1H2
194995,TBL1X,NR1H2
194996,TBL1XR1,NR1H2
194997,NR1H2,TGS1
194998,TGS1,NR1H2
194999,NR1H2,VLDLR
195000,PSME3,NR1H3
195001,RAD21,NR1H3
195002,NR1H3,SMARCD3
195003,SMARCD3,NR1H3
195004,NR1H3,SREBF1
195005,TAF1,NR1H3
195006,TBL1X,NR1H3
195007,TBL1XR1,NR1H3
195008,NR1H3,TGS1
195009,TGS1,NR1H3
195010,NR1H3,VLDLR
195011,PIAS1,NR2C1
195012,NR2C2,NUP107
195013,NR2C2,PRAME
195014,NR2C2,SERPINF2
195015,NR2C2,SPI1
195016,NR2C2,ZNF595
195017,NR2C2,ZNF718
195018,TGFB1,NR2C2AP
195019,TGFB2,NR2C2AP
195020,NR2E1,PPARG
195021,SUZ12,NR2E1
195022,TCF12,NR2E1
195023,NR2E1,TP53
195024,TP53,NR2E1
195025,PPARA,NR2F1
195026,NR2F1,RELA
195027,RELA,NR2F1
195028,SUZ12,NR2F1
195029,TCF12,NR2F1
195030,ZNF263,NR2F1
195031,ZZZ3,NR2F1
195032,NR2F2,SP1
195033,SP1,NR2F2
195034,NR2F2,SREBF1
195035,SREBF1,NR2F2
195036,NR2F2,SREBF2
195037,SREBF2,NR2F2
195038,SUZ12,NR2F2
195039,TCF12,NR2F2
195040,ZNF263,NR2F2
195041,NR2F2,ZNF467
195042,ZNF467,NR2F2
195043,NR2F2,ZNF638
195044,ZNF638,NR2F2
195045,NR4A1,NR3C1
195046,NR3C1,PAF1
195047,NR3C1,PARD6B
195048,NR3C1,PAX8
195049,NR3C1,PCK2
195050,NR3C1,PER1
195051,NR3C1,PIK3CA
195052,NR3C1,PIK3R1
195053,NR3C1,PMF1
195054,NR3C1,POLR2L
195055,NR3C1,PRMT5
195056,NR3C1,RABEP1
195057,RAD21,NR3C1
195058,NR3C1,RAPGEF3
195059,NR3C1,RASSF4
195060,NR3C1,RHOB
195061,NR3C1,RNF130
195062,NR3C1,RUNX2
195063,RUNX2,NR3C1
195064,RXRA,NR3C1
195065,NR3C1,SIK1
195066,NR3C1,SKIL
195067,SMAD4,NR3C1
195068,NR3C1,SMARCC2
195069,NR3C1,SOX15
195070,NR3C1,SUDS3
195071,SUMO1,NR3C1
195072,SUMO2,NR3C1
195073,NR3C1,TCIM
195074,NR3C1,TNFRSF1A
195075,NR3C1,TNS4
195076,NR3C1,TRIAP1
195077,TRIP6,NR3C1
195078,NR3C1,TRNP1
195079,NR3C1,TWIST1
195080,TWIST1,NR3C1
195081,NR3C1,TXNRD1
195082,UBE2I,NR3C1
195083,NR3C1,YWHAQ
195084,NR3C1,ZNF341
195085,NR3C1,ZNF595
195086,NR3C1,ZNF624
195087,NR3C1,ZNF718
195088,NR3C1,ZNF823
195089,NR4A1,POMC
195090,PRKACA,NR4A1
195091,PRKACB,NR4A1
195092,NR4A1,RXRA
195093,SMARCA4,NR4A1
195094,SMARCB1,NR4A1
195095,NR4A1,STAR
195096,TCF4,NR4A1
195097,PRKACA,NR4A2
195098,PRKACB,NR4A2
195099,NR4A2,STAR
195100,TCF4,NR4A2
195101,PRDM1,NR4A3
195102,PIAS3,NR5A1
195103,PRKACA,NR5A1
195104,PRKACB,NR5A1
195105,USF2,NR5A1
195106,YY1,NR5A1
195107,PIAS1,NR5A2
195108,PIAS2,NR5A2
195109,NR6A1,POU5F1
195110,SIX5,NR6A1
195111,NR6A1,SOX2
195112,SOX2,NR6A1
195113,ZBTB7A,NR6A1
195114,ZBTB7A,NRARP
195115,NRG1,NRAS
195116,NRG2,NRAS
195117,NRG4,NRAS
195118,NRTN,NRAS
195119,NTF3,NRAS
195120,NTF4,NRAS
195121,NTRK1,NRAS
195122,NTRK2,NRAS
195123,NTRK3,NRAS
195124,PAK1,NRAS
195125,PAK2,NRAS
195126,PAK3,NRAS
195127,NRAS,PAPSS1
195128,PDGFA,NRAS
195129,PDGFB,NRAS
195130,PDGFRA,NRAS
195131,PDGFRB,NRAS
195132,NRAS,PDPK1
195133,PHB,NRAS
195134,NRAS,PIK3C3
195135,PIK3C3,NRAS
195136,NRAS,PIK3CA
195137,NRAS,PIK3CB
195138,NRAS,PIK3CD
195139,NRAS,PIK3CG
195140,NRAS,PIK3R1
195141,PIK3R1,NRAS
195142,NRAS,PIK3R2
195143,PIK3R2,NRAS
195144,NRAS,PIK3R3
195145,PIK3R3,NRAS
195146,PIK3R5,NRAS
195147,PIK3R6,NRAS
195148,NRAS,PIM1
195149,NRAS,PLCE1
195150,NRAS,PLCG1
195151,NRAS,PLD1
195152,NRAS,PLD2
195153,PPP5C,NRAS
195154,PRKCA,NRAS
195155,PRKCB,NRAS
195156,PRKCE,NRAS
195157,PRKCG,NRAS
195158,PSPN,NRAS
195159,PTK2,NRAS
195160,PTK2B,NRAS
195161,PTPRA,NRAS
195162,NRAS,RAC1
195163,NRAS,RAC2
195164,NRAS,RAC3
195165,NRAS,RAF1
195166,RAF1,NRAS
195167,NRAS,RALA
195168,NRAS,RALB
195169,NRAS,RALBP1
195170,NRAS,RALGDS
195171,RANBP9,NRAS
195172,RAPGEF1,NRAS
195173,RAPGEF2,NRAS
195174,NRAS,RAPGEF5
195175,NRAS,RASA1
195176,RASA3,NRAS
195177,RASA4,NRAS
195178,RASAL1,NRAS
195179,RASAL2,NRAS
195180,RASAL3,NRAS
195181,RASGEF1A,NRAS
195182,RASGRF1,NRAS
195183,RASGRF2,NRAS
195184,RASGRP1,NRAS
195185,RASGRP2,NRAS
195186,RASGRP3,NRAS
195187,RASGRP4,NRAS
195188,NRAS,RASSF1
195189,NRAS,RASSF5
195190,RET,NRAS
195191,NRAS,RGL1
195192,NRAS,RGL2
195193,NRAS,RHOA
195194,NRAS,RIN1
195195,NRAS,RPS27A
195196,NRAS,RPS6KA1
195197,RPS6KA1,NRAS
195198,NRAS,RPS6KA2
195199,RPS6KA2,NRAS
195200,NRAS,RPS6KA3
195201,RPS6KA3,NRAS
195202,NRAS,RPS6KA6
195203,RPS6KA6,NRAS
195204,NRAS,SFN
195205,SHC2,NRAS
195206,NRAS,SND1
195207,SOCS3,NRAS
195208,SPHK1,NRAS
195209,SPTA1,NRAS
195210,SPTAN1,NRAS
195211,SPTB,NRAS
195212,SPTBN1,NRAS
195213,SPTBN2,NRAS
195214,SPTBN4,NRAS
195215,SPTBN5,NRAS
195216,SRC,NRAS
195217,SYK,NRAS
195218,SYNGAP1,NRAS
195219,TEK,NRAS
195220,TGFA,NRAS
195221,NRAS,TIAM1
195222,NRAS,TRIM24
195223,NRAS,TRPV1
195224,NRAS,UBA52
195225,NRAS,UBB
195226,NRAS,UBC
195227,VAV1,NRAS
195228,NRAS,YWHAB
195229,YWHAB,NRAS
195230,NRAS,YWHAE
195231,NRAS,YWHAG
195232,NRAS,YWHAH
195233,NRAS,YWHAQ
195234,NRAS,YWHAZ
195235,NRBF2,PIK3C3
195236,NRF1,PAGR1
195237,NRF1,PARK7
195238,NRF1,POU2F1
195239,NRF1,RAD21
195240,NRF1,RHOA
195241,NRF1,RXRB
195242,NRF1,SAFB
195243,NRF1,SAFB2
195244,NRF1,SMAD4
195245,NRF1,SMARCA4
195246,NRF1,SMARCC1
195247,NRF1,SPI1
195248,NRF1,TFEB
195249,NRF1,THAP5
195250,NRF1,THAP7
195251,YY1,NRF1
195252,NRF1,ZBTB17
195253,NRF1,ZMYM4
195254,NRF1,ZNFX1
195255,NRG1,PRKACA
195256,PRKACA,NRG1
195257,NRG1,PTPN11
195258,PTPN11,NRG1
195259,RNF41,NRG1
195260,NRG1,RPS27A
195261,NRG1,SRC
195262,SRC,NRG1
195263,NRG1,STAT5A
195264,NRG1,STAT5B
195265,TRAF6,NRG1
195266,NRG1,UBA52
195267,NRG1,UBB
195268,NRG1,UBC
195269,WWP1,NRG1
195270,NRG2,PRKCA
195271,NRG2,PRKCB
195272,NRG2,RPS27A
195273,SRC,NRG2
195274,TRAF6,NRG2
195275,NRG2,UBA52
195276,NRG2,UBB
195277,NRG2,UBC
195278,NRG3,PRKCA
195279,NRG3,PRKCB
195280,NRG4,PRKCA
195281,NRG4,PRKCB
195282,SRC,NRG4
195283,TRAF6,NRG4
195284,PIAS1,NRIP1
195285,PIAS3,NRIP1
195286,TNF,NRK
195287,TNFRSF1A,NRK
195288,TRADD,NRK
195289,TRAF2,NRK
195290,NRP1,RRAS
195291,SEMA3A,NRP1
195292,SEMA3B,NRP1
195293,SEMA3C,NRP1
195294,SEMA3D,NRP1
195295,SEMA3E,NRP1
195296,SEMA3F,NRP1
195297,SEMA3G,NRP1
195298,PPP5C,NSD2
195299,RAD21,NSD2
195300,RNF4,NSD2
195301,NSD2,RPS27A
195302,RXRA,NSD2
195303,SP1,NSD2
195304,NSD2,SUMO1
195305,NSD2,SUMO2
195306,TAL1,NSD2
195307,NSD2,UBA52
195308,NSD2,UBB
195309,NSD2,UBC
195310,NSD2,UBE2I
195311,NSF,PICK1
195312,PICK1,NSF
195313,TSPAN7,NSF
195314,SVIP,NSFL1C
195315,PLK1,NSL1
195316,RAD21,NSMAF
195317,NSMAF,SMPD1
195318,NSMAF,SMPD2
195319,NSMAF,SMPD3
195320,TNFRSF1A,NSMAF
195321,NSMCE1,RAD21
195322,NSMCE1,SMC1A
195323,NSMCE1,SMC3
195324,NSMCE1,STAG1
195325,NSMCE1,STAG2
195326,NSMCE1,SUMO1
195327,NSMCE1,UBE2I
195328,NSMCE2,RAD21
195329,NSMCE2,SMC1A
195330,NSMCE2,SMC3
195331,NSMCE2,STAG1
195332,NSMCE2,STAG2
195333,NSMCE2,SUMO1
195334,NSMCE2,UBE2I
195335,NSMCE3,RAD21
195336,NSMCE3,SMC1A
195337,NSMCE3,SMC3
195338,NSMCE3,STAG1
195339,NSMCE3,STAG2
195340,NSMCE3,SUMO1
195341,NSMCE3,UBE2I
195342,NSMCE4A,RAD21
195343,NSMCE4A,SMC1A
195344,NSMCE4A,SMC3
195345,NSMCE4A,STAG1
195346,NSMCE4A,STAG2
195347,NSMCE4A,SUMO1
195348,NSMCE4A,UBE2I
195349,NTF3,NTRK1
195350,NTF3,NTRK2
195351,NTF3,NTRK3
195352,NTF3,PDGFRA
195353,NTF3,PDGFRB
195354,NTF3,PIK3CA
195355,NTF3,PIK3R1
195356,NTF3,SHC1
195357,NTF3,TEK
195358,NTF3,TIAM1
195359,NTF4,NTRK1
195360,NTF4,NTRK2
195361,NTF4,PDGFRA
195362,NTF4,PDGFRB
195363,NTF4,SOS1
195364,NTF4,TEK
195365,NTN1,PIK3CA
195366,NTN1,PIK3R1
195367,NTN1,PITPNA
195368,NTN1,PLCG1
195369,NTN1,RAC1
195370,NTN1,RHOA
195371,SRC,NTN1
195372,NTN1,TRIO
195373,NTN1,UNC5A
195374,NTN1,UNC5B
195375,NTN1,UNC5C
195376,NTN1,UNC5D
195377,PDGFA,NTRK1
195378,PDGFB,NTRK1
195379,PDGFC,NTRK1
195380,PDGFD,NTRK1
195381,PGF,NTRK1
195382,NTRK1,PIK3CA
195383,PIK3CA,NTRK1
195384,NTRK1,PIK3CB
195385,NTRK1,PIK3CD
195386,NTRK1,PIK3R1
195387,PIK3R1,NTRK1
195388,NTRK1,PIK3R2
195389,NTRK1,PIK3R3
195390,NTRK1,PLCG1
195391,NTRK1,PLCG2
195392,NTRK1,PRKCI
195393,PRKCI,NTRK1
195394,NTRK1,PRKCZ
195395,PRKCZ,NTRK1
195396,NTRK1,RAP1A
195397,NTRK1,RASGRF1
195398,NTRK1,RHOG
195399,NTRK1,RIPK2
195400,RIPK2,NTRK1
195401,NTRK1,SH2B1
195402,NTRK1,SH2B2
195403,NTRK1,SH2B3
195404,NTRK1,SHC1
195405,NTRK1,SHC2
195406,NTRK1,SHC3
195407,NTRK1,SHC4
195408,SMARCB1,NTRK1
195409,NTRK1,SQSTM1
195410,SQSTM1,NTRK1
195411,NTRK1,STAT3
195412,TGFA,NTRK1
195413,NTRK1,TRAF6
195414,TRAF6,NTRK1
195415,VEGFA,NTRK1
195416,VEGFB,NTRK1
195417,VEGFC,NTRK1
195418,VEGFD,NTRK1
195419,PDGFA,NTRK2
195420,PDGFB,NTRK2
195421,PDGFC,NTRK2
195422,PDGFD,NTRK2
195423,PGF,NTRK2
195424,NTRK2,PLCG1
195425,NTRK2,PLCG2
195426,NTRK2,RAC1
195427,NTRK2,RAP1A
195428,NTRK2,RAP1B
195429,NTRK2,SH2B1
195430,NTRK2,SH2B2
195431,NTRK2,SH2B3
195432,NTRK2,SHC1
195433,NTRK2,SHC2
195434,NTRK2,SHC3
195435,NTRK2,SHC4
195436,NTRK2,SOS1
195437,SRC,NTRK2
195438,TGFA,NTRK2
195439,VEGFA,NTRK2
195440,VEGFB,NTRK2
195441,VEGFC,NTRK2
195442,VEGFD,NTRK2
195443,NTRK3,PIK3CA
195444,NTRK3,PIK3R1
195445,NTRK3,PLCG1
195446,NTRK3,PLCG2
195447,NTRK3,SH2B1
195448,NTRK3,SH2B2
195449,NTRK3,SH2B3
195450,NTRK3,SHC1
195451,NTRK3,SHC2
195452,NTRK3,SHC3
195453,NTRK3,SHC4
195454,NTRK3,TIAM1
195455,NTS,NTSR1
195456,NTS,NTSR2
195457,NUDC,PLK1
195458,PLK1,NUDC
195459,SMARCB1,NUDT1
195460,TFAP2C,NUDT1
195461,SDC4,NUDT16L1
195462,NUDT21,PABPN1
195463,NUDT21,PAPOLA
195464,NUDT21,PCF11
195465,PCF11,NUDT21
195466,NUDT21,POLDIP3
